sentiment,text,cleaned_text
neutral,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,panostaja oyj board also decided organisational meeting held upon completion agm implement agm decision concerning board member fees paid shares way shares transferred quarterly basis date following publication quarterly annual report
neutral,Rapala Fishing Frenzy 2009 .,rapala fishing frenzy
neutral,Residents access to the block is planned to be from Aleksandri Street .,residents access block planned aleksandri street
neutral,"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",russian media ventures minority shareholder peter hervy denied plans sell ova press daily said
neutral,"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",russian officials inspected damage gave vessel permission continue tallinn around norwegian registered sten nordic carrying tons gas oil manned filipino crew
neutral,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,sanoma announced stock option scheme december
negative,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,scanfil execute temporary lay offs mid october job cuts march
neutral,"shock phase ' , consumers have once again started to plan and implement building projects .",shock phase consumers started plan implement building projects
neutral,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,short term licenses games cost little purchasing game outright cost much
neutral,"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",mr galvan made savings adjustments buying less liquor watching portion sizes
neutral,"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",people workers retiring raahe works
neutral,SWOT analysis is just one method of categorization and has its own weaknesses .,swot analysis one method categorization weaknesses
neutral,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,adjustments concern staff specialty papers fiber composites segments
neutral,The appointments will be in force until the new CEO has been appointed .,appointments force new ceo appointed
neutral,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",authorisation force end next annual general meeting repeals authorisation acquire shares given general meeting held april
neutral,The authorization is in force for a period of 18 months from the resolution by the General Meeting .,authorization force period months resolution general meeting
neutral,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",business gross written premiums eur net combined ratio staff total offices uk germany benelux
neutral,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",chilled meat products category led meat fish poultry market finland accounting share
neutral,"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",company split two parts coming months essent owning operating production supply enexis owning operating grid
neutral,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",company continuous need alloys nickel ferro chrome molybdenum manganese production said talvivaara
neutral,The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,company reportedly searching replacement ceo olli pekka kallasvuo
negative,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",company plans close two three lines plant jobs threat
neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",contract also includes cutting edging wagon parts ruukki steel service centres seinajoki raahe southwestern finland delivered vr welding assembly
